Date,State/UnionTerritory,Cured,Deaths,Confirmed
29-10-2020,Punjab,123866,4158,132263
29-10-2020,Rajasthan,174044,1877,191629
29-10-2020,Sikkim,3545,67,3875
29-10-2020,Tamil Nadu,679377,11018,716751
29-10-2020,Telengana,216353,1324,235656
29-10-2020,Tripura,28525,345,30566
29-10-2020,Uttarakhand,56556,1009,61261
29-10-2020,Uttar Pradesh,443589,6958,476034
29-10-2020,West Bengal,317928,6664,361703
30-10-2020,Andaman and Nicobar Islands,4054,59,4305
30-10-2020,Andhra Pradesh,784752,6659,817679
30-10-2020,Arunachal Pradesh,12623,37,14668
30-10-2020,Assam,193574,923,205635
30-10-2020,Bihar,205108,1076,214242
30-10-2020,Chandigarh,13402,225,14292
30-10-2020,Chhattisgarh,159268,1989,183588
30-10-2020,Dadra and Nagar Haveli and Daman and Diu,3192,2,3243
30-10-2020,Delhi,338378,6423,375753
30-10-2020,Goa,40168,597,43201
30-10-2020,Gujarat,153941,3705,170878
30-10-2020,Haryana,150660,1766,163817
30-10-2020,Himachal Pradesh,18402,306,21476
30-10-2020,Jammu and Kashmir,85370,1466,93764
30-10-2020,Jharkhand,94787,883,100964
30-10-2020,Karnataka,741219,11091,816809
30-10-2020,Kerala,325166,1429,418484
30-10-2020,Ladakh,5438,74,6139
30-10-2020,Madhya Pradesh,157381,2929,169999
30-10-2020,Maharashtra,1494809,43710,1666668
30-10-2020,Manipur,13583,160,18051
30-10-2020,Meghalaya,7890,87,9303
30-10-2020,Mizoram,2258,1,2694
30-10-2020,Nagaland,7096,35,8894
30-10-2020,Odisha,272038,1297,287099
30-10-2020,Puducherry,30449,592,34761
30-10-2020,Punjab,124293,4168,132727
30-10-2020,Rajasthan,175977,1888,193419
30-10-2020,Sikkim,3558,67,3893
30-10-2020,Tamil Nadu,683464,11053,719403
30-10-2020,Telengana,217401,1330,237187
30-10-2020,Tripura,28737,346,30663
30-10-2020,Uttarakhand,57012,1009,61566
30-10-2020,Uttar Pradesh,446054,6983,477895
30-10-2020,West Bengal,321873,6725,365692
31-10-2020,Andaman and Nicobar Islands,4076,59,4317
31-10-2020,Andhra Pradesh,788375,6676,820565
31-10-2020,Arunachal Pradesh,12777,37,14752
31-10-2020,Assam,194668,926,206015
31-10-2020,Bihar,206346,1084,215327
31-10-2020,Chandigarh,13469,225,14351
31-10-2020,Chhattisgarh,160918,2038,185306
31-10-2020,Dadra and Nagar Haveli and Daman and Diu,3197,2,3248
31-10-2020,Delhi,342811,6470,381644
31-10-2020,Goa,40409,602,43416
31-10-2020,Gujarat,154968,3711,171847
31-10-2020,Haryana,151839,1777,165467
31-10-2020,Himachal Pradesh,18595,312,21798
31-10-2020,Jammu and Kashmir,86024,1471,94330
31-10-2020,Jharkhand,95208,883,101287
31-10-2020,Karnataka,749740,11140,820398
31-10-2020,Kerala,332994,1457,425122
31-10-2020,Ladakh,5493,74,6194
31-10-2020,Madhya Pradesh,158455,2941,170690
31-10-2020,Maharashtra,1503050,43837,1672858
31-10-2020,Manipur,13805,164,18272
31-10-2020,Meghalaya,8125,87,9382
31-10-2020,Mizoram,2284,1,2722
31-10-2020,Nagaland,7308,39,8945
31-10-2020,Odisha,273838,1308,288646
31-10-2020,Puducherry,30577,592,34908
31-10-2020,Punjab,124870,4187,133158
31-10-2020,Rajasthan,178064,1898,195213
31-10-2020,Sikkim,3591,68,3913
31-10-2020,Tamil Nadu,687388,11091,722011
31-10-2020,Telengana,218887,1336,238632
31-10-2020,Tripura,28878,346,30717
31-10-2020,Uttarakhand,57270,1011,61915
31-10-2020,Uttar Pradesh,448644,7007,480082
31-10-2020,West Bengal,325888,6784,369671
01-11-2020,Andaman and Nicobar Islands,4100,59,4332
01-11-2020,Andhra Pradesh,792083,6690,823348
01-11-2020,Arunachal Pradesh,12959,37,14852
01-11-2020,Assam,196054,930,206351
01-11-2020,Bihar,207480,1090,216086
01-11-2020,Chandigarh,13551,226,14418
01-11-2020,Chhattisgarh,163079,2101,187270
01-11-2020,Dadra and Nagar Haveli and Daman and Diu,3210,2,3251
01-11-2020,Delhi,347476,6511,386706
01-11-2020,Goa,40678,604,43626
01-11-2020,Gujarat,155982,3716,172782
01-11-2020,Haryana,153230,1789,167210
01-11-2020,Himachal Pradesh,18862,317,22059
01-11-2020,Jammu and Kashmir,86888,1478,94785
01-11-2020,Jharkhand,95575,884,101761
01-11-2020,Karnataka,757208,11168,823412
01-11-2020,Kerala,340324,1484,433105
01-11-2020,Ladakh,5539,75,6270
01-11-2020,Madhya Pradesh,159479,2951,171359
01-11-2020,Maharashtra,1510353,43911,1678406
01-11-2020,Manipur,14862,168,18502
01-11-2020,Meghalaya,8345,88,9452
01-11-2020,Mizoram,2291,1,2753
01-11-2020,Nagaland,7454,39,9047
01-11-2020,Odisha,275749,1320,290116
01-11-2020,Puducherry,30724,592,35013
01-11-2020,Punjab,125198,4203,133658
01-11-2020,Rajasthan,179984,1907,196993
01-11-2020,Sikkim,3617,72,3940
01-11-2020,Tamil Nadu,691236,11122,724522
01-11-2020,Telengana,220466,1341,240048
01-11-2020,Tripura,29048,346,30794
01-11-2020,Uttarakhand,57422,1023,62328
01-11-2020,Uttar Pradesh,451070,7025,481863
01-11-2020,West Bengal,329937,6841,373664
02-11-2020,Andaman and Nicobar Islands,4112,60,4340
02-11-2020,Andhra Pradesh,795592,6706,825966
02-11-2020,Arunachal Pradesh,13073,37,14881
02-11-2020,Assam,196784,931,206517
02-11-2020,Bihar,208644,1097,216707
02-11-2020,Chandigarh,13632,226,14476
02-11-2020,Chhattisgarh,164537,2150,188813
02-11-2020,Dadra and Nagar Haveli and Daman and Diu,3219,2,3255
02-11-2020,Delhi,351635,6562,392370
02-11-2020,Goa,40915,609,43768
02-11-2020,Gujarat,157110,3721,173642
02-11-2020,Haryana,154451,1795,168880
02-11-2020,Himachal Pradesh,18965,326,22264
02-11-2020,Jammu and Kashmir,87517,1482,95325
02-11-2020,Jharkhand,95973,885,102087
02-11-2020,Karnataka,765261,11192,827064
02-11-2020,Kerala,348835,1512,440130
02-11-2020,Ladakh,5629,75,6287
02-11-2020,Madhya Pradesh,160586,2958,172082
02-11-2020,Maharashtra,1514079,44024,1683775
02-11-2020,Manipur,15065,171,18750
02-11-2020,Meghalaya,8462,90,9607
02-11-2020,Mizoram,2323,1,2757
02-11-2020,Nagaland,7535,39,9075
02-11-2020,Odisha,277564,1331,291825
02-11-2020,Puducherry,31345,595,35109
02-11-2020,Punjab,125566,4214,133975
02-11-2020,Rajasthan,181575,1917,198747
02-11-2020,Sikkim,3651,73,3958
02-11-2020,Tamil Nadu,694880,11152,727026
02-11-2020,Telengana,221992,1348,240970
02-11-2020,Tripura,29234,348,30852
02-11-2020,Uttarakhand,57609,1027,62550
02-11-2020,Uttar Pradesh,453458,7051,483832
02-11-2020,West Bengal,333990,6900,377651
03-11-2020,Andaman and Nicobar Islands,4132,60,4352
03-11-2020,Andhra Pradesh,798625,6719,827882
03-11-2020,Arunachal Pradesh,13238,38,14998
03-11-2020,Assam,197569,932,206982
03-11-2020,Bihar,209582,1101,217277
03-11-2020,Chandigarh,13708,227,14528
03-11-2020,Chhattisgarh,166391,2208,190513
03-11-2020,Dadra and Nagar Haveli and Daman and Diu,3221,2,3257
03-11-2020,Delhi,356459,6604,396371
03-11-2020,Goa,41123,616,43954
03-11-2020,Gujarat,158114,3725,174517
03-11-2020,Haryana,155717,1810,170446
03-11-2020,Himachal Pradesh,19304,336,22598
03-11-2020,Jammu and Kashmir,88140,1490,95710
03-11-2020,Jharkhand,96485,886,102490
03-11-2020,Karnataka,773595,11221,829640
03-11-2020,Kerala,355943,1533,444268
03-11-2020,Ladakh,5671,76,6357
03-11-2020,Madhya Pradesh,161454,2965,172717
03-11-2020,Maharashtra,1524304,44128,1687784
03-11-2020,Manipur,15343,180,19091
03-11-2020,Meghalaya,8579,90,9678
03-11-2020,Mizoram,2347,1,2792
03-11-2020,Nagaland,7689,42,9096
03-11-2020,Odisha,279091,1340,293214
03-11-2020,Puducherry,31827,595,35178
03-11-2020,Punjab,125961,4227,134371
03-11-2020,Rajasthan,182680,1926,200495
03-11-2020,Sikkim,3655,73,3967
03-11-2020,Tamil Nadu,698820,11183,729507
03-11-2020,Telengana,223413,1351,242506
03-11-2020,Tripura,29318,350,30989
03-11-2020,Uttarakhand,58050,1029,62881
03-11-2020,Uttar Pradesh,455498,7076,485609
03-11-2020,West Bengal,338075,6957,381608
04-11-2020,Andaman and Nicobar Islands,4153,60,4372
04-11-2020,Andhra Pradesh,802325,6734,830731
04-11-2020,Arunachal Pradesh,13367,42,15083
04-11-2020,Assam,198042,934,207361
04-11-2020,Bihar,210672,1108,218203
04-11-2020,Chandigarh,13751,228,14608
04-11-2020,Chhattisgarh,168201,2266,192237
04-11-2020,Dadra and Nagar Haveli and Daman and Diu,3225,2,3257
04-11-2020,Delhi,360069,6652,403096
04-11-2020,Goa,41362,618,44189
04-11-2020,Gujarat,159311,3731,175471
04-11-2020,Haryana,156975,1817,172130
04-11-2020,Himachal Pradesh,19469,344,22932
04-11-2020,Jammu and Kashmir,88718,1502,96188
04-11-2020,Jharkhand,96975,891,102887
04-11-2020,Karnataka,780735,11247,832396
04-11-2020,Kerala,364745,1559,451130
04-11-2020,Ladakh,5701,76,6441
04-11-2020,Madhya Pradesh,162366,2974,173384
04-11-2020,Maharashtra,1531277,44248,1692693
04-11-2020,Manipur,15460,184,19241
04-11-2020,Meghalaya,8680,90,9741
04-11-2020,Mizoram,2376,1,2893
04-11-2020,Nagaland,7869,42,9151
04-11-2020,Odisha,280553,1352,294415
04-11-2020,Puducherry,32284,596,35325
04-11-2020,Punjab,126315,4245,134786
04-11-2020,Rajasthan,183899,1936,202220
04-11-2020,Sikkim,3660,73,4004
04-11-2020,Tamil Nadu,701527,11214,731942
04-11-2020,Telengana,224686,1357,244143
04-11-2020,Tripura,29430,353,31105
04-11-2020,Uttarakhand,58459,1033,63197
04-11-2020,Uttar Pradesh,457708,7089,487335
04-11-2020,West Bengal,342133,7013,385589
05-11-2020,Andaman and Nicobar Islands,4163,60,4389
05-11-2020,Andhra Pradesh,805026,6744,833208
05-11-2020,Arunachal Pradesh,13472,43,15160
05-11-2020,Assam,198697,934,207741
05-11-2020,Bihar,211398,1113,218605
05-11-2020,Chandigarh,13802,229,14702
05-11-2020,Chhattisgarh,169410,2316,194499
05-11-2020,Dadra and Nagar Haveli and Daman and Diu,3228,2,3262
05-11-2020,Delhi,365866,6703,409938
05-11-2020,Goa,41611,626,44372
05-11-2020,Gujarat,160333,3737,176446
05-11-2020,Haryana,158136,1836,174082
05-11-2020,Himachal Pradesh,19579,355,23365
05-11-2020,Jammu and Kashmir,89254,1511,96700
05-11-2020,Jharkhand,97480,894,103188
05-11-2020,Karnataka,788780,11281,835773
05-11-2020,Kerala,372951,1587,459646
05-11-2020,Ladakh,5772,79,6553
05-11-2020,Madhya Pradesh,163250,2987,174091
05-11-2020,Maharashtra,1540005,44548,1698198
05-11-2020,Manipur,15618,187,19503
05-11-2020,Meghalaya,8752,90,9801
05-11-2020,Mizoram,2435,2,2958
05-11-2020,Nagaland,8017,44,9207
05-11-2020,Odisha,282073,1364,295889
05-11-2020,Puducherry,32703,597,35429
05-11-2020,Punjab,126583,4259,135313
05-11-2020,Rajasthan,185722,1945,203990
05-11-2020,Sikkim,3740,73,4067
05-11-2020,Tamil Nadu,704031,11244,734429
05-11-2020,Telengana,225664,1362,245682
05-11-2020,Tripura,29545,353,31237
05-11-2020,Uttarakhand,58729,1038,63585
05-11-2020,Uttar Pradesh,459722,7104,489502
05-11-2020,West Bengal,346262,7068,389576
06-11-2020,Andaman and Nicobar Islands,4175,60,4403
06-11-2020,Andhra Pradesh,807318,6757,835953
06-11-2020,Arunachal Pradesh,13580,43,15244
06-11-2020,Assam,199458,934,208054
06-11-2020,Bihar,211872,1121,219349
06-11-2020,Chandigarh,13862,229,14794
06-11-2020,Chhattisgarh,170760,2360,196233
06-11-2020,Dadra and Nagar Haveli and Daman and Diu,3230,2,3268
06-11-2020,Delhi,371155,6769,416653
06-11-2020,Goa,41849,630,44544
06-11-2020,Gujarat,161388,3744,177436
06-11-2020,Haryana,159643,1859,176146
06-11-2020,Himachal Pradesh,19780,361,23809
06-11-2020,Jammu and Kashmir,89905,1517,97224
06-11-2020,Jharkhand,97964,894,103543
06-11-2020,Karnataka,794503,11312,838929
06-11-2020,Kerala,380650,1613,466466
06-11-2020,Ladakh,5802,79,6633
06-11-2020,Madhya Pradesh,164067,2992,174825
06-11-2020,Maharashtra,1551282,44804,1703444
06-11-2020,Manipur,15750,189,19725
06-11-2020,Meghalaya,8813,91,9893
06-11-2020,Mizoram,2473,2,2990
06-11-2020,Nagaland,8161,45,9264
06-11-2020,Odisha,283533,1378,297274
06-11-2020,Puducherry,33123,597,35550
06-11-2020,Punjab,126932,4281,135834
06-11-2020,Rajasthan,187544,1955,205800
06-11-2020,Sikkim,3778,75,4093
06-11-2020,Tamil Nadu,706444,11272,736777
06-11-2020,Telengana,226646,1366,247284
06-11-2020,Tripura,29666,354,31347
06-11-2020,Uttarakhand,59338,1047,64065
06-11-2020,Uttar Pradesh,461073,7131,491354
06-11-2020,West Bengal,350449,7122,393524
07-11-2020,Andaman and Nicobar Islands,4194,60,4420
07-11-2020,Andhra Pradesh,809770,6768,838363
07-11-2020,Arunachal Pradesh,13679,43,15325
07-11-2020,Assam,200384,938,208389
07-11-2020,Bihar,212452,1129,220099
07-11-2020,Chandigarh,13925,230,14927
07-11-2020,Chhattisgarh,172513,2412,197991
07-11-2020,Dadra and Nagar Haveli and Daman and Diu,3233,2,3272
07-11-2020,Delhi,377276,6833,423831
07-11-2020,Goa,42056,633,44747
07-11-2020,Gujarat,162709,3748,178471
07-11-2020,Haryana,161176,1880,178413
07-11-2020,Himachal Pradesh,20033,361,24239
07-11-2020,Jammu and Kashmir,90537,1523,97805
07-11-2020,Jharkhand,98365,895,103899
07-11-2020,Karnataka,797204,11347,841889
07-11-2020,Kerala,388504,1640,473468
07-11-2020,Ladakh,5854,80,6718
07-11-2020,Madhya Pradesh,164923,3004,175603
07-11-2020,Maharashtra,1562342,44965,1710314
07-11-2020,Manipur,16092,191,19891
07-11-2020,Meghalaya,8904,91,9979
07-11-2020,Mizoram,2485,2,3032
07-11-2020,Nagaland,8282,45,9327
07-11-2020,Odisha,285174,1393,298768
07-11-2020,Puducherry,33437,598,35675
07-11-2020,Punjab,127304,4295,136481
07-11-2020,Rajasthan,189354,1966,207597
07-11-2020,Sikkim,3786,75,4144
07-11-2020,Tamil Nadu,708846,11299,739147
07-11-2020,Telengana,227583,1372,248891
07-11-2020,Tripura,29792,356,31434
07-11-2020,Uttarakhand,59746,1056,64538
07-11-2020,Uttar Pradesh,463240,7155,493527
07-11-2020,West Bengal,354732,7177,397466
08-11-2020,Andaman and Nicobar Islands,4206,60,4441
08-11-2020,Andhra Pradesh,812517,6779,840730
08-11-2020,Arunachal Pradesh,13785,45,15389
08-11-2020,Assam,200939,940,208637
08-11-2020,Bihar,213513,1136,220936
08-11-2020,Chandigarh,13978,232,15025
08-11-2020,Chhattisgarh,173872,2434,199562
08-11-2020,Dadra and Nagar Haveli and Daman and Diu,3239,2,3273
08-11-2020,Delhi,383614,6912,430784
08-11-2020,Goa,42239,641,44916
08-11-2020,Gujarat,163640,3753,179517
08-11-2020,Haryana,162814,1897,180424
08-11-2020,Himachal Pradesh,20243,371,24812
08-11-2020,Jammu and Kashmir,91225,1528,98337
08-11-2020,Jharkhand,98776,897,104239
08-11-2020,Karnataka,799439,11369,844147
08-11-2020,Kerala,395624,1668,480669
08-11-2020,Ladakh,5894,80,6790
08-11-2020,Madhya Pradesh,165715,3017,176468
08-11-2020,Maharashtra,1569090,45115,1714273
08-11-2020,Manipur,16714,194,20131
08-11-2020,Meghalaya,8959,93,10047
08-11-2020,Mizoram,2526,2,3090
08-11-2020,Nagaland,8336,45,9455
08-11-2020,Odisha,286857,1410,300140
08-11-2020,Puducherry,33932,600,35744
08-11-2020,Punjab,127821,4310,136958
08-11-2020,Rajasthan,191132,1979,209438
08-11-2020,Sikkim,3805,76,4195
08-11-2020,Tamil Nadu,711198,11324,741488
08-11-2020,Telengana,229064,1377,250331
08-11-2020,Tripura,29858,357,31517
08-11-2020,Uttarakhand,60083,1063,65036
08-11-2020,Uttar Pradesh,465250,7180,495421
08-11-2020,West Bengal,359071,7235,401394
09-11-2020,Andaman and Nicobar Islands,4221,60,4450
09-11-2020,Andhra Pradesh,814773,6791,842967
09-11-2020,Arunachal Pradesh,13881,46,15436
09-11-2020,Assam,201334,943,208789
09-11-2020,Bihar,214207,1144,221624
09-11-2020,Chandigarh,14024,234,15134
09-11-2020,Chhattisgarh,176129,2447,200937
09-11-2020,Dadra and Nagar Haveli and Daman and Diu,3246,2,3274
09-11-2020,Delhi,389683,6989,438529
09-11-2020,Goa,42446,643,45065
09-11-2020,Gujarat,164459,3760,180537
09-11-2020,Haryana,164444,1912,182804
09-11-2020,Himachal Pradesh,20393,377,25486
09-11-2020,Jammu and Kashmir,91681,1533,98892
09-11-2020,Jharkhand,99074,897,104442
09-11-2020,Karnataka,801799,11391,846887
09-11-2020,Kerala,402477,1692,486109
09-11-2020,Ladakh,5960,84,6809
09-11-2020,Madhya Pradesh,166403,3028,177359
09-11-2020,Maharashtra,1577322,45240,1719858
09-11-2020,Manipur,17072,197,20376
09-11-2020,Meghalaya,9075,93,10202
09-11-2020,Mizoram,2618,2,3096
09-11-2020,Nagaland,8440,46,9474
09-11-2020,Odisha,288168,1425,301574
09-11-2020,Puducherry,34067,601,35838
09-11-2020,Punjab,128217,4318,137445
09-11-2020,Rajasthan,192945,1989,211310
09-11-2020,Sikkim,3894,78,4245
09-11-2020,Tamil Nadu,713584,11344,743822
09-11-2020,Telengana,230568,1381,251188
09-11-2020,Tripura,29965,359,31543
09-11-2020,Uttarakhand,60242,1065,65279
09-11-2020,Uttar Pradesh,467108,7206,497563
09-11-2020,West Bengal,363454,7294,405314
10-11-2020,Andaman and Nicobar Islands,4239,60,4463
10-11-2020,Andhra Pradesh,816322,6802,844359
10-11-2020,Arunachal Pradesh,13966,46,15484
10-11-2020,Assam,201842,947,209117
10-11-2020,Bihar,215263,1151,222917
10-11-2020,Chandigarh,14110,237,15249
10-11-2020,Chhattisgarh,178838,2464,202523
10-11-2020,Dadra and Nagar Haveli and Daman and Diu,3249,2,3274
10-11-2020,Delhi,396697,7060,443552
10-11-2020,Goa,42678,647,45209
10-11-2020,Gujarat,165452,3765,181508
10-11-2020,Haryana,166595,1919,185231
10-11-2020,Himachal Pradesh,20621,384,26197
10-11-2020,Jammu and Kashmir,92245,1542,99352
10-11-2020,Jharkhand,99532,905,104688
10-11-2020,Karnataka,804485,11410,848850
10-11-2020,Kerala,408460,1714,489702
10-11-2020,Ladakh,6003,85,6934
10-11-2020,Madhya Pradesh,167084,3034,178168
10-11-2020,Maharashtra,1581373,45325,1723135
10-11-2020,Manipur,17259,198,20558
10-11-2020,Meghalaya,9112,94,10230
10-11-2020,Mizoram,2656,2,3156
10-11-2020,Nagaland,8513,46,9503
10-11-2020,Odisha,289689,1441,302793
10-11-2020,Puducherry,34212,602,35900
10-11-2020,Punjab,128727,4338,137999
10-11-2020,Rajasthan,194629,1998,213169
10-11-2020,Sikkim,3910,79,4257
10-11-2020,Tamil Nadu,715892,11362,746079
10-11-2020,Telengana,232489,1385,252455
10-11-2020,Tripura,30009,359,31622
10-11-2020,Uttarakhand,60453,1075,65677
10-11-2020,Uttar Pradesh,469003,7231,499199
10-11-2020,West Bengal,367850,7350,409221
11-11-2020,Andaman and Nicobar Islands,4255,60,4477
11-11-2020,Andhra Pradesh,818473,6814,846245
11-11-2020,Arunachal Pradesh,14051,46,15581
11-11-2020,Assam,202471,952,209388
11-11-2020,Bihar,216097,1156,223346
11-11-2020,Chandigarh,14176,241,15339
11-11-2020,Chhattisgarh,180995,2482,204202
11-11-2020,Dadra and Nagar Haveli and Daman and Diu,3253,2,3275
11-11-2020,Delhi,402854,7143,451382
11-11-2020,Goa,42877,651,45389
11-11-2020,Gujarat,166331,3770,182557
11-11-2020,Haryana,168421,1935,187777
11-11-2020,Himachal Pradesh,21047,396,26808
11-11-2020,Jammu and Kashmir,92880,1549,99844
11-11-2020,Jharkhand,99988,910,104940
11-11-2020,Karnataka,808700,11430,851212
11-11-2020,Kerala,415158,1742,495712
11-11-2020,Ladakh,6058,85,7063
11-11-2020,Madhya Pradesh,167877,3042,179068
11-11-2020,Maharashtra,1588091,45435,1726926
11-11-2020,Manipur,17534,200,20777
11-11-2020,Meghalaya,9241,94,10296
11-11-2020,Mizoram,2686,2,3217
11-11-2020,Nagaland,8597,50,9536
11-11-2020,Odisha,291137,1454,303780
11-11-2020,Puducherry,34325,604,36000
11-11-2020,Punjab,129089,4358,138485
11-11-2020,Rajasthan,196338,2008,215071
11-11-2020,Sikkim,3923,80,4308
11-11-2020,Tamil Nadu,718129,11387,748225
11-11-2020,Telengana,234234,1390,253651
11-11-2020,Tripura,30058,359,31706
11-11-2020,Uttarakhand,60970,1080,66005
11-11-2020,Uttar Pradesh,471204,7261,501311
11-11-2020,West Bengal,372265,7403,413112
12-11-2020,Andaman and Nicobar Islands,4267,60,4494
12-11-2020,Andhra Pradesh,820234,6828,847977
12-11-2020,Arunachal Pradesh,14126,46,15657
12-11-2020,Assam,203308,954,209633
12-11-2020,Bihar,216940,1162,223917
12-11-2020,Chandigarh,14233,243,15434
12-11-2020,Chhattisgarh,183190,2507,205923
12-11-2020,Dadra and Nagar Haveli and Daman and Diu,3255,2,3275
12-11-2020,Delhi,410118,7228,459975
12-11-2020,Goa,43029,656,45498
12-11-2020,Gujarat,167683,3776,183682
12-11-2020,Haryana,170250,1960,190323
12-11-2020,Himachal Pradesh,21408,405,27418
12-11-2020,Jammu and Kashmir,93313,1558,100351
12-11-2020,Jharkhand,100302,913,105224
12-11-2020,Karnataka,811581,11453,853796
12-11-2020,Kerala,422410,1771,502719
12-11-2020,Ladakh,6118,86,7134
12-11-2020,Madhya Pradesh,168568,3055,179951
12-11-2020,Maharashtra,1597255,45560,1731833
12-11-2020,Manipur,17698,202,20950
12-11-2020,Meghalaya,9312,94,10368
12-11-2020,Mizoram,2688,2,3242
12-11-2020,Nagaland,8687,50,9578
12-11-2020,Odisha,292477,1469,305000
12-11-2020,Puducherry,34432,605,36114
12-11-2020,Punjab,129549,4389,139184
12-11-2020,Rajasthan,198139,2019,217151
12-11-2020,Sikkim,3971,82,4344
12-11-2020,Tamil Nadu,720339,11415,750409
12-11-2020,Telengana,235950,1393,254666
12-11-2020,Tripura,30208,359,31765
12-11-2020,Uttarakhand,61451,1086,66788
12-11-2020,Uttar Pradesh,473316,7281,503159
12-11-2020,West Bengal,376696,7452,416984
13-11-2020,Andaman and Nicobar Islands,4282,61,4507
13-11-2020,Andhra Pradesh,822011,6837,849705
13-11-2020,Arunachal Pradesh,14214,47,15701
13-11-2020,Assam,204079,957,209835
13-11-2020,Bihar,217594,1167,224524
13-11-2020,Chandigarh,14297,244,15543
13-11-2020,Chhattisgarh,185152,2527,207740
13-11-2020,Dadra and Nagar Haveli and Daman and Diu,3255,2,3278
13-11-2020,Delhi,416580,7332,467028
13-11-2020,Goa,43221,656,45605
13-11-2020,Gujarat,168858,3785,184964
13-11-2020,Haryana,172265,1979,193111
13-11-2020,Himachal Pradesh,21607,411,28183
13-11-2020,Jammu and Kashmir,93824,1566,100968
13-11-2020,Jharkhand,100908,917,105493
13-11-2020,Karnataka,814949,11474,855912
13-11-2020,Kerala,428529,1796,508256
13-11-2020,Ladakh,6151,89,7211
13-11-2020,Madhya Pradesh,169260,3065,180997
13-11-2020,Maharashtra,1605064,45682,1736329
13-11-2020,Manipur,17889,207,21211
13-11-2020,Meghalaya,9368,98,10511
13-11-2020,Mizoram,2739,2,3309
13-11-2020,Nagaland,8776,50,9615
13-11-2020,Odisha,293741,1483,305986
13-11-2020,Puducherry,34501,607,36179
13-11-2020,Punjab,130018,4412,139869
13-11-2020,Rajasthan,199943,2032,219327
13-11-2020,Sikkim,4019,85,4368
13-11-2020,Tamil Nadu,722686,11440,752521
13-11-2020,Telengana,237172,1397,255663
13-11-2020,Tripura,30314,360,31841
13-11-2020,Uttarakhand,61990,1093,67239
13-11-2020,Uttar Pradesh,475175,7302,505426
13-11-2020,West Bengal,381149,7506,420840
14-11-2020,Andaman and Nicobar Islands,4304,61,4518
14-11-2020,Andhra Pradesh,824189,6847,851298
14-11-2020,Arunachal Pradesh,14319,47,15758
14-11-2020,Assam,204721,958,210068
14-11-2020,Bihar,218313,1174,225124
14-11-2020,Chandigarh,14381,246,15636
14-11-2020,Chhattisgarh,187522,2545,209288
14-11-2020,Dadra and Nagar Haveli and Daman and Diu,3259,2,3281
14-11-2020,Delhi,423078,7423,474830
14-11-2020,Goa,43388,658,45761
14-11-2020,Gujarat,169936,3791,186116
14-11-2020,Haryana,174380,2006,195799
14-11-2020,Himachal Pradesh,21846,423,29008
14-11-2020,Jammu and Kashmir,94375,1574,101594
14-11-2020,Jharkhand,101569,921,105781
14-11-2020,Karnataka,818392,11491,857928
14-11-2020,Kerala,434730,1822,514060
14-11-2020,Ladakh,6213,89,7291
14-11-2020,Madhya Pradesh,170093,3076,182045
14-11-2020,Maharashtra,1609607,45809,1740461
14-11-2020,Manipur,18144,213,21425
14-11-2020,Meghalaya,9455,98,10581
14-11-2020,Mizoram,2792,3,3368
14-11-2020,Nagaland,8859,52,9638
14-11-2020,Odisha,295245,1495,307004
14-11-2020,Puducherry,34571,608,36252
14-11-2020,Punjab,130406,4428,140605
14-11-2020,Rajasthan,201770,2044,221471
14-11-2020,Sikkim,4036,86,4415
14-11-2020,Tamil Nadu,725258,11454,754460
14-11-2020,Telengana,238908,1401,256713
14-11-2020,Tripura,30414,362,31919
14-11-2020,Uttarakhand,62302,1097,67706
14-11-2020,Uttar Pradesh,477180,7327,507602
14-11-2020,West Bengal,385617,7557,424675
15-11-2020,Andaman and Nicobar Islands,4315,61,4527
15-11-2020,Andhra Pradesh,826344,6854,852955
15-11-2020,Arunachal Pradesh,14421,48,15792
15-11-2020,Assam,205250,961,210175
15-11-2020,Bihar,218689,1179,225595
15-11-2020,Chandigarh,14381,246,15636
15-11-2020,Chhattisgarh,188167,2562,210004
15-11-2020,Dadra and Nagar Haveli and Daman and Diu,3263,2,3285
15-11-2020,Delhi,430195,7519,482170
15-11-2020,Goa,43533,659,45845
15-11-2020,Gujarat,170931,3797,187240
15-11-2020,Haryana,176368,2011,197917
15-11-2020,Himachal Pradesh,22183,431,29330
15-11-2020,Jammu and Kashmir,94851,1580,102159
15-11-2020,Jharkhand,101897,922,105935
15-11-2020,Karnataka,820590,11508,860082
15-11-2020,Kerala,441523,1848,520417
15-11-2020,Ladakh,6289,89,7356
15-11-2020,Madhya Pradesh,170969,3083,183057
15-11-2020,Maharashtra,1612314,45914,1744698
15-11-2020,Manipur,18334,218,21636
15-11-2020,Meghalaya,9518,100,10632
15-11-2020,Mizoram,2820,4,3393
15-11-2020,Nagaland,8891,52,9750
15-11-2020,Odisha,296516,1510,307906
15-11-2020,Puducherry,34637,608,36299
15-11-2020,Punjab,130406,4428,140605
15-11-2020,Rajasthan,203524,2056,223633
15-11-2020,Sikkim,4073,87,4456
15-11-2020,Tamil Nadu,727752,11466,756372
15-11-2020,Telengana,240545,1404,257374
15-11-2020,Tripura,30478,362,31945
15-11-2020,Uttarakhand,62483,1102,68002
15-11-2020,Uttar Pradesh,479182,7354,509903
15-11-2020,West Bengal,390096,7610,428498
16-11-2020,Andaman and Nicobar Islands,4330,61,4536
16-11-2020,Andhra Pradesh,828484,6868,854011
